id;namespace_id;namespace_name;role_name;original_name;repository_id;repository_name;repository_original_name;provider_namespace_id;provider_name;provider_display_name;repository__provider__namespace__name
16939;2128;dunn;security;security;45020;security;ansible-security;2109;dunn;Alex Dunn;dunn
32892;9443;mpataki;ha_nginx;ha_nginx;80351;ha_nginx;ansible-ha-nginx;9518;mpataki;Mat Pataki;mpataki
50699;2477;f5devcentral;bigiq_migrate_apps;bigiq_migrate_apps;95576;bigiq_migrate_apps;ansible-role-bigiq_migrate_apps;2456;f5devcentral;F5 DevCentral;f5devcentral
47668;14726;darkwizard242;go;go;92254;go;ansible-role-go;14882;darkwizard242;Ali Muhammad;darkwizard242
29906;6503;oneoffadmins;ansible_role_k_link;ansible-role-k-link;79236;ansible_role_k_link;ansible-role-k-link;8782;k-box;K-* Technologies;oneoffadmins
44182;3320;k4ch0;circleci_cli;circleci_cli;88757;circleci_cli;ansible-circleci-cli;3292;k4ch0;Luis Cacho;k4ch0
32415;9562;inmediasit;ansible_ssl_ca_cert;ansible-ssl-ca-cert;80515;ansible_ssl_ca_cert;ansible-ssl-ca-cert;9641;inmediasit;;inmediasit
29055;2589;chrismeyersfsu;role_xss;role-xss;78526;role_xss;role-xss;2566;chrismeyersfsu;Chris Meyers;chrismeyersfsu
37539;11231;shifteo_ops;apache_role;apache-role;82362;apache_role;apache-role;11328;shifteo-ops;Shifteo DevOps;shifteo_ops
47210;16002;stdevel;mosquitto;mosquitto;91757;mosquitto;ansible-mosquitto;16167;stdevel;Christian Stankowic;stdevel
35710;8536;amimof;kubernetes_the_right_way;kubernetes-the-right-way;81493;kubernetes_the_right_way;kubernetes-the-right-way;8583;amimof;Amir Mofasser;amimof
33504;8772;borkenpipe;ansible_role_homebrew;ansible-role-homebrew;80906;ansible_role_homebrew;ansible-role-homebrew;8827;borkenpipe;Borken Pipe;borkenpipe
24228;705;fourforbusiness;copy-files;copy-files;56263;copy-files;ansible-role-copy-files;697;fourforbusiness;four for business;fourforbusiness
42545;15240;livek_io;ansible_awx;ansible-awx;86904;ansible_awx;ansible-awx;15370;Livek-io;Livek;livek_io
24920;2291;javiergayala;filebeat;filebeat;56864;filebeat;ansible-role-filebeat;2271;javiergayala;Javier Ayala;javiergayala
43664;16446;oufy;webmin;webmin;88139;webmin;webmin;16623;oufy-ansible-roles;;oufy
40486;3105;retr0h;users;users;84852;users;ansible-role-users;3079;retr0h;įoнииγ įoнииγ;retr0h
45560;18377;pistahh;nextcloud_snap_backup;nextcloud-snap-backup;90115;nextcloud_snap_backup;nextcloud-snap-backup;18563;Pistahh;István Szekeres;pistahh
36436;7191;diodonfrost;bind;bind;82125;bind;ansible-role-bind;7213;diodonfrost;;diodonfrost
44597;17416;robinnepomukmai;nexus3_oss;nexus3-oss;89223;nexus3_oss;nexus3-oss;17594;robinnepomukmai;Robin Mai;robinnepomukmai
38181;6888;renderqwerty;innovation_vault;innovation-vault;83015;innovation_vault;innovation-vault;6907;RenderQwerty;Yurii Fisakov;renderqwerty
38466;2477;f5devcentral;f5app_services_package;f5app_services_package;83233;f5app_services_package;ansible-role-f5app_services_package;2456;f5devcentral;F5 DevCentral;f5devcentral
45953;12082;xanmanning;kompose;kompose;90454;kompose;ansible-role-kompose;12195;PyratLabs;PyratLabs;xanmanning
33572;2461;IFenrirI;ansible_role_zsh;ansible-role-zsh;80918;ansible-role-zsh;ansible-role-zsh;2440;IFenrirI;;IFenrirI
38583;2558;cbrake;gitea;gitea;83349;gitea;ansible-role-gitea;2536;cbrake;Cliff Brake;cbrake
44303;9481;mafalb;raspberry;raspberry;88892;raspberry;ansible-raspberry;9556;mafalb;Markus Falb;mafalb
30465;9051;ericbaum;ansible_rook;ansible-rook;79739;ansible_rook;ansible-rook;9112;ericbaum;Eric Baum;ericbaum
12440;3990;sdarwin;munin;munin;54530;munin;Ansible-Munin;3955;sdarwin;Sam Darwin;sdarwin
33505;8772;borkenpipe;ansible_role_mas;ansible-role-mas;80907;ansible_role_mas;ansible-role-mas;8827;borkenpipe;Borken Pipe;borkenpipe
52821;12093;clusterapps;localrepo;localrepo;97846;localrepo;ansible-role-localrepo;12207;clusterapps;Michael Cleary;clusterapps
41971;1967;manala;mongo_express;mongo_express;86300;mongo_express;ansible-role-mongo_express;1949;manala;Manala;manala
41141;8079;coreywan;azure_preview_modules;azure_preview_modules;85495;azure_preview_modules;azure_preview_modules;8122;coreywan;Corey Wanless;coreywan
57628;31677;mullholland;repository_rpmfusion;repository_rpmfusion;103837;repository_rpmfusion;ansible-role-repository_rpmfusion;32072;mullholland;Mullholland;mullholland
39070;4124;b1-systems;suseconnect;suseconnect;83714;suseconnect;ansible-role-suseconnect;4085;b1-systems;B1 Systems GmbH;b1-systems
40763;13679;nioniosfr;docker_ce;docker_ce;85123;docker_ce;ansible-role-docker-ce;13821;NioniosFr;Dionysios Fryganas;nioniosfr
52464;26566;stevek_pro;ansible_role_mysql_fedora_server;ansible-role-mysql-fedora-server;97446;ansible_role_mysql_fedora_server;ansible-role-mysql-fedora-server;26887;stevek-pro;Stephan Kristyn;stevek_pro
26328;3642;diadzine;ansible-role-monit;ansible-role-monit;76722;ansible-role-monit;ansible-role-monit;3610;diadzine;Aymeric Bringard;diadzine
36024;10660;opsxcq;linux_desktop;linux_desktop;81752;linux_desktop;ansible-role-linux-desktop;10751;opsxcq;;opsxcq
39226;3262;jaredhocutt;operator_sdk;operator_sdk;83851;operator_sdk;ansible-operator-sdk;3234;jaredhocutt;Jared Hocutt;jaredhocutt
16929;2128;dunn;mosh;mosh;45013;mosh;ansible-mosh;2109;dunn;Alex Dunn;dunn
17029;2318;1nfinitum;mysql;mysql;47267;mysql;ansible-mysql;666;tenequm;Mykhaylo Kolesnik;tenequm
11917;1967;manala;mount;mount;37045;mount;ansible-role-mount;1949;manala;Manala;manala
17034;2318;1nfinitum;php;php;47269;php;ansible-php;666;tenequm;Mykhaylo Kolesnik;tenequm
43969;12703;luisesk;tableau_zabbix;tableau_zabbix;88488;tableau_zabbix;tableau-zabbix-monitoring;12837;luisesk;Luis Alberto Paschoal;luisesk
53978;14098;nkakouros;beats;beats;99425;beats;ansible-role-beats;14128;nkakouros-original;Original work from nkakouros;nkakouros
36522;11085;pngmbh;ansible_alertmanager;ansible-alertmanager;82210;ansible_alertmanager;ansible-alertmanager;11185;pngmbh;Planetary Networks GmbH;pngmbh
49375;22466;noah_project;ansible_config_appfs;ansible-config_appfs;94034;ansible_config_appfs;ansible-config_appfs;22712;NoaH-project;;noah_project
44571;958;Dell-Networking;dellos_uplink;dellos_uplink;87622;dellos_uplink;ansible-role-dellos-uplink;949;Dell-Networking;Dell EMC Networking;Dell-Networking
45264;11938;nicholasamorim;medusa;medusa;89797;medusa;ansible-role-medusa;12046;nicholasamorim;Nicholas Amorim;nicholasamorim
21889;984;ndench;fakes3;fakes3;52341;fakes3;ansible-role-fakes3;975;ndench;Nathan Dench;ndench
50642;2477;f5devcentral;bigiq_move_app_dashboard;bigiq_move_app_dashboard;95485;bigiq_move_app_dashboard;ansible-role-bigiq_move_app_dashboard;2456;f5devcentral;F5 DevCentral;f5devcentral
8694;1967;manala;nodejs;nodejs;33411;nodejs;ansible-role-nodejs;1949;manala;Manala;manala
37659;2733;so5;pbspro;pbspro;82630;pbspro;ansible-role-pbspro;2709;so5;Naoyuki Sogo;so5
33506;8772;borkenpipe;ansible_osx_command_line_tools;ansible-osx-command-line-tools;80908;ansible_osx_command_line_tools;ansible-osx-command-line-tools;8827;borkenpipe;Borken Pipe;borkenpipe
32448;4044;Tronde;ansible_role_rhel_patchmanagement;ansible-role-rhel-patchmanagement;80531;ansible_role_rhel_patchmanagement;ansible-role-rhel-patchmanagement;4007;Tronde;Joerg Kastning;Tronde
60012;24917;cdivitotawela;web3signer;web3signer;106579;web3signer;ansible-role-web3signer;25190;cdivitotawela;Chaminda Divitotawela;
13130;2067;2infinite;yum-update;yum-update;39127;yum-update;yum-update;2048;2infinite;Alexander;2infinite
29907;6503;oneoffadmins;ansible_role_k_box;ansible-role-k-box;79237;ansible_role_k_box;ansible-role-k-box;8782;k-box;K-* Technologies;oneoffadmins
48290;2241;FinalDes;ansible_ubuntu_disable_auto_update;ansible-ubuntu-disable-auto-update;92892;ansible-ubuntu-disable-auto-update;ansible-ubuntu-disable-auto-update;2221;FinalDes;Alexandre Alonso;FinalDes
36523;11085;pngmbh;ansible_role_docker;ansible-role-docker;82211;ansible_role_docker;ansible-role-docker;11185;pngmbh;Planetary Networks GmbH;pngmbh
51539;22014;eagleusb;vault;vault;96422;vault;ansible-vault;22250;eagleusb;Leslie-Alexandre DENIS;eagleusb
29351;3269;stackhpc;os-flavors;os_flavors;52817;os-flavors;ansible-role-os-flavors;3241;stackhpc;StackHPC Ltd;stackhpc
43468;1618;ivansible;lin_rclone;lin_rclone;87883;lin_rclone;lin-rclone;1602;ivansible;;ivansible
38573;1487;amtega;win_dns_records;win_dns_records;83341;win_dns_records;ansible_role_win_dns_records;1473;amtega;Amtega;amtega
36999;1487;amtega;cobbler;cobbler;82314;cobbler;ansible_role_cobbler;1473;amtega;Amtega;amtega
49631;3269;stackhpc;os_host_aggregates;os_host_aggregates;94365;os_host_aggregates;ansible-role-os-host-aggregates;3241;stackhpc;StackHPC Ltd;stackhpc
40531;10504;calvinbui;ansible_nfs_client;ansible-nfs-client;84904;ansible_nfs_client;ansible-nfs-client;10595;calvinbui;Calvin Bui;calvinbui
14701;859;juju4;kitchen;kitchen;36933;kitchen;ansible-kitchen;850;juju4;Julien;juju4
22333;326;Aplyca;Varnish;Varnish;35367;Varnish;ansible-role-varnish;323;Aplyca;Aplyca;Aplyca
17002;3567;4ARMED;burp-collaborator;burp-collaborator;45097;burp-collaborator;ansible-burp-collaborator;3535;4ARMED;4ARMED;4ARMED
8486;3567;4ARMED;exim;exim;27667;exim;ansible-role-exim;3535;4ARMED;4ARMED;4ARMED
6292;5723;Kokonoe;Dronebook;Dronebook;27352;Dronebook;Dronebook;5723;Kokonoe;;Kokonoe
46508;17832;usegalaxy_eu;influxdb;influxdb;91024;influxdb;ansible-influxdb;19277;usegalaxy-eu;useGalaxy.eu;usegalaxy_eu
33642;4790;djzager;hello_world_k8s;hello_world_k8s;80927;hello_world_k8s;ansible-role-hello-world-k8s;4790;djzager;David Zager;djzager
42089;14788;codekipple;ansible_callback_concise;ansible-callback-concise;86409;ansible_callback_concise;ansible-callback-concise;14946;codekipple;;codekipple
25389;2643;adfinis-sygroup;console;console;57925;console;ansible-role-console;2619;adfinis-sygroup;Adfinis;adfinis-sygroup
25412;2643;adfinis-sygroup;upgrade;upgrade;57947;upgrade;ansible-role-upgrade;2619;adfinis-sygroup;Adfinis;adfinis-sygroup
19549;1250;m4rcu5nl;zerotier-one;zerotier-one;49003;zerotier-one;ansible-role-zerotier;1237;m4rcu5nl;Marcus;m4rcu5nl
57279;33856;blekinge;log4shell;log4shell;103398;log4shell;ansible-role-log4shell;34266;blekinge;Asger Askov Blekinge;blekinge
40603;13575;samcre;aws_iam_authenticator;aws_iam_authenticator;84977;aws_iam_authenticator;ansible-role-aws-iam-authenticator;13716;samcre;Sam;samcre
50506;23872;jslmorrison;rabbitmq_server;rabbitmq_server;95284;rabbitmq_server;ansible-rabbitmq-server-role;24134;jslmorrison;John Morrison;jslmorrison
51388;2768;tyler-smith;ansible_git_server;ansible-git-server;96254;ansible_git_server;ansible-git-server;2743;tyler-smith;Tyler Smith;tyler-smith
32832;2271;alikins;some_role;some_role;80741;collection_reqs_1deep_0;collection_reqs_1deep_0;2251;alikins;Adrian Likins;alikins
21592;984;ndench;mailhog;mailhog;51843;mailhog;ansible-role-mailhog;975;ndench;Nathan Dench;ndench
59485;33706;h0nell;docker_etcd;docker-etcd;105938;docker_etcd;docker-etcd;34113;H0nell;;h0nell
62613;20988;don_rumata;ansible_role_install_appimaged;ansible-role-install-appimaged;109892;ansible_role_install_appimaged;ansible-role-install-appimaged;21207;don-rumata;don Rumata;don_rumata
24424;4000;4linuxdevops;web-balancer;web-balancer;55227;web-balancer;web-balancer;3964;4linuxdevops;;4linuxdevops
46788;18450;nbjwl;docker;docker;91302;docker;ansible-role-docker;18638;nbjwl;;nbjwl
8027;953;5003;basic-settings-ja;basic-settings-ja;25731;basic-settings-ja;ansible-role-basic-settings-ja;944;5003;Yas;5003
8090;953;5003;elixir_lang;elixir_lang;25733;elixir_lang;ansible-role-elixir_lang;944;5003;Yas;5003
39990;11704;irmoobear;aws_recreate_ec2_from_snapshot;aws_recreate_ec2_from_snapshot;84378;aws_recreate_ec2_from_snapshot;ansible.aws_recreate_ec2_from_snapshot;11807;IRMooBear;Anh Nguyen;irmoobear
47248;20162;dpredhat;ansible_role_mssql;ansible-role-mssql;91801;ansible_role_mssql;ansible-role-mssql;20374;dpredhat;;dpredhat
38077;11685;eduardoklosowski;qemu_agent;qemu_agent;82939;qemu_agent;ansible-role-qemu-agent;11788;eduardoklosowski;Eduardo Klosowski;eduardoklosowski
11635;392;clayman74;docker;docker;36150;docker;ansible-docker;390;clayman74;Kirill Sumorokov;clayman74
33817;2949;pylabs;add_ssh_known_hosts;add_ssh_known_hosts;81027;add_ssh_known_hosts;ansible-add-ssh-known-hosts;2925;pylabs;;pylabs
42870;14573;drewbarrett;vnc_server;vnc_server;87260;vnc_server;ansible-role-vnc-server;14729;DrewBarrett;Drew Barrett;drewbarrett
41606;2219;GoodMirek;proftpd;proftpd;85969;proftpd;ansible-proftpd;2200;GoodMirek;Mirek Svoboda;GoodMirek
9249;1336;bvansomeren;lldpd;lldpd;30368;lldpd;ansible-lldpd;1321;bvansomeren;Barry van Someren;bvansomeren
32833;2271;alikins;some_role;some_role;80742;collection_reqs_1deep_1;collection_reqs_1deep_1;2251;alikins;Adrian Likins;alikins
39701;9233;maishsk;aws_vpc;aws-vpc;84203;aws_vpc;aws-vpc;9301;maishsk;Maish;maishsk
37438;11266;iamabhishek_dubey;ansible_role_prometheus;ansible-role-prometheus;82424;ansible_role_prometheus;ansible-role-prometheus;11364;iamabhishek-dubey;Abhishek Dubey;iamabhishek_dubey
47447;8721;pauliusm;rasdaemon;rasdaemon;92015;rasdaemon;ansible-role-rasdaemon;8773;pauliusm;Paulius Mažeika;pauliusm
35937;10504;calvinbui;ansible_apt;ansible-apt;81681;ansible_apt;ansible-apt;10595;calvinbui;Calvin Bui;calvinbui
32834;2271;alikins;my_sample_module;my_sample_module;80744;collection_reqs_circular_b;collection_reqs_circular_b;2251;alikins;Adrian Likins;alikins
44879;17054;0x_peace;postgres;postgres;89471;postgres;postgres;17232;0x-peace;Ivan Kondratyev;0x_peace
18925;958;Dell-Networking;dellos-vrrp;dellos-vrrp;48087;dellos-vrrp;ansible-role-dellos-vrrp;949;Dell-Networking;Dell EMC Networking;Dell-Networking
17720;2172;75629fce;ufw;ufw;46130;ufw;ansible-ufw;3462;benwebber;Ben Webber;benwebber
29909;6503;oneoffadmins;ansible_role_telemetry_client;ansible-role-telemetry-client;79242;ansible_role_telemetry_client;ansible-role-telemetry-client;8781;OneOffTech;OneOffTech;oneoffadmins
36400;4172;overskylab;airflow;airflow;82087;airflow;ansible-airflow;4172;overskylab;Teerawat Namsricharoensuk;overskylab
36418;984;ndench;fakesqs;fakesqs;82106;fakesqs;ansible-role-fakesqs;975;ndench;Nathan Dench;ndench
57907;1946;buluma;reboot;reboot;104161;reboot;ansible-role-reboot;1928;buluma;Michael Buluma;buluma
30966;9127;bassinator;atom;atom;80192;atom;ansible-role-atom;9191;Bassinator;Bastian Bukatz;bassinator
36468;3092;KungAlex;gitlab_runner;gitlab-runner;82157;gitlab_runner;gitlab-runner;3066;KungAlex;Alexander Kleinschmidt;KungAlex
23300;710;AAbouZaid;yourls;yourls;54524;yourls;ansible-role-yourls;702;AAbouZaid;Ahmed M. AbouZaid;AAbouZaid
32835;2271;alikins;my_sample_module;my_sample_module;80743;collection_reqs_circular_a;collection_reqs_circular_a;2251;alikins;Adrian Likins;alikins
36401;4172;overskylab;filesystem;filesystem;82089;filesystem;ansible-filesystem;4172;overskylab;Teerawat Namsricharoensuk;overskylab
33087;1407;nabello;black_hole;black_hole;80823;black_hole;black_hole;1391;nabello;;nabello
32836;2271;alikins;some_role;some_role;80743;collection_reqs_circular_a;collection_reqs_circular_a;2251;alikins;Adrian Likins;alikins
15721;1153;viniciusfs;vagrant;vagrant;43092;vagrant;ansible-role-vagrant;1141;viniciusfs;Vinícius Figueiredo;viniciusfs
38482;12052;adamtbeames;ansiblecontainer;ansiblecontainer;83249;ansiblecontainer;ansiblecontainer;12160;adamtbeames;Adam;adamtbeames
41306;12388;mikaelflora;ssh_copy_id;ssh_copy_id;85661;ssh_copy_id;ansible-role-ssh-copy-id;12512;mikaelflora;Mikael FLORA;mikaelflora
36383;3092;KungAlex;secure_droplet;secure-droplet;82063;secure_droplet;secure-droplet;3066;KungAlex;Alexander Kleinschmidt;KungAlex
36524;11085;pngmbh;ansible_role_portainer;ansible-role-portainer;82212;ansible_role_portainer;ansible-role-portainer;11185;pngmbh;Planetary Networks GmbH;pngmbh
42480;10504;calvinbui;ansible_bitwardenrs_docker;ansible-bitwardenrs-docker;86819;ansible_bitwardenrs_docker;ansible-bitwardenrs-docker;10595;calvinbui;Calvin Bui;calvinbui
32837;2271;alikins;my_sample_module;my_sample_module;80745;collection_reqs_self;collection_reqs_self;2251;alikins;Adrian Likins;alikins
21961;958;Dell-Networking;dellos-flow-monitor;dellos-flow-monitor;52426;dellos-flow-monitor;ansible-role-dellos-flow-monitor;949;Dell-Networking;Dell EMC Networking;Dell-Networking
8618;89;d3v3d3;zookeeper;zookeeper;28040;zookeeper;ansible-role-zookeeper;88;d3v3d3;Davide Emiro;d3v3d3
32882;6493;dapiced;patch_update_yum;patch_update_yum;80760;patch_update_yum;patch_update_yum;6501;dapiced;Dominic D'Apice;dapiced
44467;8772;borkenpipe;dnsmasq;dnsmasq;89094;dnsmasq;ansible-dnsmasq;8827;borkenpipe;Borken Pipe;borkenpipe
36402;4172;overskylab;host_preparation;host_preparation;82088;host_preparation;ansible-host_preparation;4172;overskylab;Teerawat Namsricharoensuk;overskylab
38147;11798;dragonbe;nginx_fcgi;nginx_fcgi;82987;nginx_fcgi;nginx_fcgi;11902;in2it-ansible;In2it Ansible;dragonbe
14693;2948;koichirok;repo-gf;repo-gf;41418;repo-gf;ansible-role-repo-gf;2924;koichirok;Koichiro KIKUCHI;koichirok
48805;18164;justereseau;ansible_config_interfaces;ansible-config-interfaces;93469;ansible_config_interfaces;ansible-config-interfaces;22063;justereseau;Juste Reseau;justereseau
20796;3661;spk83;supervisord-eventlistener;supervisord-eventlistener;50717;supervisord-eventlistener;ansible-supervisord-eventlistener;3627;spk83;Vishal Shah;spk83
32838;2271;alikins;some_role;some_role;80747;collection_semver_prerelease_build;collection_semver_prerelease_build;2251;alikins;Adrian Likins;alikins
29910;6503;oneoffadmins;ansible_role_telemetry_server;ansible-role-telemetry-server;79243;ansible_role_telemetry_server;ansible-role-telemetry-server;8781;OneOffTech;OneOffTech;oneoffadmins
12853;2994;AAROC;CODE-RADE-jenkins-role;CODE-RADE-jenkins-role;55777;CODE-RADE-jenkins-role;CODE-RADE-jenkins-role;2969;AAROC;Africa-Arabia Regional Operations Centre;AAROC
11213;2994;AAROC;cvmfs-client-2-2;cvmfs-client-2-2;55779;cvmfs-client-2-2;cvmfs-client-2.2;2969;AAROC;Africa-Arabia Regional Operations Centre;AAROC
8516;5773;hpeatg;flanneld;flanneld;61121;flanneld;flanneld;5773;hpeatg;;hpeatg
44865;17631;anasbouzid;systemd;systemd;89458;systemd;ansible-role-systemd;17810;anasbouzid;Anas;anasbouzid
36403;4172;overskylab;kafka;kafka;82090;kafka;ansible-kafka;4172;overskylab;Teerawat Namsricharoensuk;overskylab
58840;35926;stefanhacker;ansible_save_iptables;ansible_save_iptables;105209;ansible_save_iptables;ansible_save_iptables;36366;stefanhacker;;stefanhacker
49344;22301;willianromao;ssh_keygen;ssh-keygen;93998;ssh_keygen;ssh-keygen;22544;willianromao;Willian Romão;willianromao
53275;1487;amtega;yum_conf;yum_conf;98494;yum_conf;ansible_role_yum_conf;1473;amtega;Amtega;amtega
33088;9753;amcorreia;ansible_fluentd;ansible-fluentd;80824;ansible_fluentd;ansible-fluentd;9831;amcorreia;amcorreia;amcorreia
36525;11085;pngmbh;ansible_role_docker_graylog;ansible-role-docker-graylog;82213;ansible_role_docker_graylog;ansible-role-docker-graylog;11185;pngmbh;Planetary Networks GmbH;pngmbh
21465;224;morbidick;ansible-role-pecl-mysql-legacy;ansible-role-pecl-mysql-legacy;72989;ansible-role-pecl-mysql-legacy;ansible-role-pecl-mysql-legacy;221;morbidick;morbidick;morbidick
60089;36592;himaniraghav3;ansifilebeat;ansiFilebeat;106672;ansifilebeat;ansiFilebeat;37043;himaniraghav3;Himani Raghav;himaniraghav3
60305;1946;buluma;borgbackup;borgbackup;106926;borgbackup;ansible-role-borgbackup;1928;buluma;Michael Buluma;buluma
57399;3291;andrewrothstein;temurin;temurin;103557;temurin;ansible-temurin;3263;andrewrothstein;Andrew Rothstein;andrewrothstein
24543;2994;AAROC;discourse-sso;discourse-sso;75915;discourse-sso;discourse-sso;2969;AAROC;Africa-Arabia Regional Operations Centre;AAROC
29911;6503;oneoffadmins;ansible_role_jitsi_meet;ansible-role-jitsi-meet;79246;ansible_role_jitsi_meet;ansible-role-jitsi-meet;8781;OneOffTech;OneOffTech;oneoffadmins
8902;4803;vivareal;infra-ansible;infra-ansible;61254;infra-ansible;infra-ansible;4803;vivareal;;vivareal
38950;2884;CoffeeITWorks;ansible_phpipam;ansible-phpipam;83599;ansible-phpipam;ansible-phpipam;2860;CoffeeITWorks;CoffeeITWorks group;CoffeeITWorks
36526;11085;pngmbh;ansible_minio;ansible-minio;82214;ansible_minio;ansible-minio;11185;pngmbh;Planetary Networks GmbH;pngmbh
36325;10606;enix;deb;deb;82013;deb;ansible-deb;10724;enix;Enix;enix
32839;2271;alikins;faux_debug;faux_debug;80746;collection_reqs_test;collection_reqs_test;2251;alikins;Adrian Likins;alikins
54603;27854;pradeepkumar_27;ansiblerole_hadoopmapreduce;AnsibleRole-HadoopMapReduce;100203;ansiblerole_hadoopmapreduce;AnsibleRole-HadoopMapReduce;28209;pradeepkumar-27;Pradeep Kumar;pradeepkumar_27
41307;10408;muellert;on_gitea;on.gitea;81503;on_gitea;on.gitea;10496;muellert;;muellert
43864;14098;nkakouros;taskserver;taskserver;88378;taskserver;ansible-role-taskserver;14128;nkakouros-original;Original work from nkakouros;nkakouros
21279;702;SoInteractive;mongodb;mongodb;51384;mongodb;ansible-mongodb;694;SoInteractive;SoInteractive;SoInteractive
60111;35581;ofersadan85;packages;packages;106698;packages;ansible-packages;36018;ofersadan85;Ofer Sadan;ofersadan85
55623;1554;deekayen;rfc1323;rfc1323;58269;rfc1323;ansible-role-RFC1323;1538;deekayen;David Norman;deekayen
19148;2994;AAROC;UMD-role;UMD-role;55790;UMD-role;UMD-role;2969;AAROC;Africa-Arabia Regional Operations Centre;AAROC
36404;4172;overskylab;mount;mount;82091;mount;ansible-mount;4172;overskylab;Teerawat Namsricharoensuk;overskylab
9623;2148;aaronpederson;ansible-php7;ansible-php7;31583;ansible-php7;ansible-php7;2130;aaronpederson;Aaron Pederson;aaronpederson
36439;11020;amestsantim;odbc_driver_for_mssql_on_ubuntu;odbc-driver-for-mssql-on-ubuntu;82129;odbc_driver_for_mssql_on_ubuntu;odbc-driver-for-mssql-on-ubuntu;11115;amestsantim;Nahom;amestsantim
4360;6028;heiko;apache;apache;61328;ansible-role-apache;ansible-role-apache;4535;heikobornholdt;;heikobornholdt
41824;14261;shellbro;ssh_tunnel_server;ssh_tunnel_server;86183;ssh_tunnel_server;ansible-role-ssh-tunnel-server;14412;shellbro;Jakub Gorczyca;shellbro
36527;11085;pngmbh;ansible_grafana;ansible-grafana;82215;ansible_grafana;ansible-grafana;11185;pngmbh;Planetary Networks GmbH;pngmbh
49967;15173;hoplacloud;elasticsearch;elasticsearch;94709;elasticsearch;ansible-role-elasticsearch;15332;hopla-cloud;hopla.cloud;hoplacloud
49745;23086;chzerv;ansible_role_raspberry_pi;ansible-role-raspberry-pi;94492;ansible_role_raspberry_pi;ansible-role-raspberry-pi;23344;chzerv;Chr Z;chzerv
29839;253;ansible-network;cisco_nxos;cisco_nxos;79158;cisco_nxos;cisco_nxos;250;ansible-network;Ansible Network;ansible-network
32771;9696;palmerc;macos_rbenv;macos-rbenv;80732;macos_rbenv;macos-rbenv;9774;palmerc;Cameron Lowell Palmer;palmerc
58548;35622;dimivanchenko;galaxy_deploy_sql_server_role;Galaxy_deploy_sql_server_role;104888;galaxy_deploy_sql_server_role;Galaxy_deploy_sql_server_role;36059;dimivanchenko;;dimivanchenko
1802;6202;lauchlin.macgregor;testbed;testbed;61456;testbed;testbed;4465;lauchlinmac;;lauchlinmac
57973;1946;buluma;zabbix_server;zabbix_server;104232;zabbix_server;ansible-role-zabbix_server;1928;buluma;Michael Buluma;buluma
35538;9751;damianlewis;moodle;moodle;81366;moodle;ansible-role-moodle;9829;damianlewis;Damian Lewis;damianlewis
36405;4172;overskylab;user;user;82093;user;ansible-tuning;4172;overskylab;Teerawat Namsricharoensuk;overskylab
51822;25292;tylercounter;tyler_mariadb;tyler-mariadb;96713;tyler_mariadb;tyler-mariadb;25567;TylerCounter;;tylercounter
42893;15548;leonkura;docker;docker;87281;docker;ansible-role-docker;15709;leonkura;Leon Kura;leonkura
54984;1946;buluma;memcached;memcached;100674;memcached;ansible-role-memcached;1928;buluma;Michael Buluma;buluma
52931;846;idealista;apache_httpd_role;apache_httpd_role;97994;apache_httpd_role;apache_httpd_role;838;idealista;idealista;idealista
47150;19786;guruevi;win_pnpdevice;win_pnpdevice;91668;win_pnpdevice;win_pnpdevice;19995;guruevi;;guruevi
54604;1946;buluma;repo_remi;repo_remi;100193;repo_remi;ansible-role-repo-remi;1928;buluma;Michael Buluma;buluma
37650;11224;danielino;weblogic;weblogic;82610;weblogic;ansible-role-weblogic-base;11321;danielino;Daniele Marcocci;danielino
40787;13679;nioniosfr;git_source;git_source;85147;git_source;ansible-role-git-source;13821;NioniosFr;Dionysios Fryganas;nioniosfr
16935;2128;dunn;acme-nginx-passenger;acme-nginx-passenger;45018;acme-nginx-passenger;ansible-acme-nginx-passenger;2109;dunn;Alex Dunn;dunn
30149;8851;hmschreck;xcode;xcode;79469;xcode;ansible-role-xcode;8908;hmschreck;Harold Schreckengost;hmschreck
33507;1898;secfigo;ansible_role_docker;ansible-role-docker;80909;ansible-role-docker;ansible-role-docker;1880;secfigo;Mohammed A Imran;secfigo
30671;8818;tecnativa;docker;docker;78752;docker;ansible-role-docker;8063;Tecnativa;Tecnativa;tecnativa
33335;8567;krzyzakp;ansible_wizzy;ansible-wizzy;80863;ansible_wizzy;ansible-wizzy;8615;krzyzakp;Paweł Szczepaniak;krzyzakp
14202;1586;grycap;spark;spark;40694;spark;ansible-role-spark;1570;grycap;GRyCAP;grycap
34520;10051;ajtalla;prometheus;prometheus;81117;prometheus;prometheus;10132;ajtalla;;ajtalla
36406;4172;overskylab;logrotate;logrotate;82092;logrotate;ansible-logrotate;4172;overskylab;Teerawat Namsricharoensuk;overskylab
20804;1876;abaez;consul;consul;50723;consul;ansible-role-consul;1859;abaez;Alejandro Baez;abaez
37741;6954;greg_hellings;molecule_openstack_ci;molecule_openstack_ci;82715;molecule_openstack_ci;molecule_openstack_ci;6974;greg-hellings;Greg Hellings;
9162;1876;abaez;digitalocean;digitalocean;30027;digitalocean;ansible-role-digitalocean;1859;abaez;Alejandro Baez;abaez
10531;976;musicglue;nomad;nomad;33854;nomad;ansible-nomad;967;musicglue;Music Glue;musicglue
